id,categoryA,categoryB,categoryC,categoryD,categoryE,categoryF,featureA,featureB,featureC,featureD,featureE,featureF,featureG,featureH,featureI,compositionA,compositionB,compositionC,compositionD,compositionE,compositionF,compositionG,compositionH,compositionI,compositionJ,unit,result
c16852664fd95fa081b2b14bfa1719254d429efed99f7978760f685e2ce032bf,catA_18,catB_0,catC_920,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.028108190014395032
bf0d71366878ead9f0b56eeb58d1cd0aa113befda862b341025852a9fd96b9eb,catA_7,catB_0,catC_439,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,6.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_8,0.47288743893100016
69f12445f05a67f1f66d366e148de9ee431affb045b0bfe4b0ead8560955c8e1,catA_6,catB_0,catC_439,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,6.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_7,0.6908001493702682
b6f2e2f2bdb1824a268b1a76f40a686dc8747c38cbc71364dca048fc2ccf4e3c,catA_19,catB_0,catC_212,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,3.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_13,0.2728488719685025
03d280ca41cb6a5d3893beb6266aa14479069f84c5f4b4d53df610efeae01f9a,catA_7,catB_0,catC_1166,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,1.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_8,0.4798865729670299
4e9dd8484b4e2eff4d4b9c86f4b18f3024d618ab606fa27d365b0378d33aea2f,catA_4,catB_0,catC_544,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,4.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_3,0.014019590003810884
815d3c43d150b86dcce780849e526b137addee15b08c26bfeb9ed16071b1024a,catA_2,catB_0,catC_544,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,4.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_1,0.005258606930346517
9b8c6cc15a84e49b62f6d3e660434955df1a91c1bd0ed2dccff3ac736df252f8,catA_6,catB_0,catC_212,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,4.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_7,0.6707641647146688
42a90477f3a7e64572e0467408b632fb0e7f6d6643f68984151e94cefe1b36c1,catA_14,catB_0,catC_511,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,3.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.030229562845670126
f4341178974508e3b45aafc37850b64bb5924b30a08a793033fbfe9a3726ab29,catA_13,catB_0,catC_511,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,3.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.007324888249109783
16b223a3199851838ddc281d26ede6cd2f2814d47963ebd5241535faaacad921,catA_1,catB_0,catC_473,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,5.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_6,0.00013626897888998645
b0b8bf12a4abb0e54a4ce1f5a828c378e3a517af85e4861ae56276ecda471eb4,catA_8,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_9,0.00823557369146473
6db4b051f6126d0e235416614bb76cea81a4ac978653025529cac63183eecb71,catA_15,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_4,0.01531448664917828
60d3b2655a9867da4e9097ec55bbd64f8c26347a4babaf7db541e0017c301188,catA_3,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_1,0.007793727686384317
99f7b08178f359d06a1380928aefb28d31438d3492ab68d7807b35b419a98c9d,catA_16,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,3.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_2,0.0002923862350712924
231e19699c0e40eafa9d80fc71425cc31784e46c3f560454ebb966177556e33c,catA_12,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,3.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_11,0.14056317158757414
c2a6401f69c7026dda50302cbc426299c1d5fd62a30b71b9f9ac5edcd91d360b,catA_14,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,3.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.030229562845670126
6d678f5a61c6eefbaf515c8c2863a6d6a9d597a55bcc9908ca768f2f39284fe2,catA_13,catB_0,catC_11,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,3.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.043372376695204176
1dcb9bfe28f644eb22320bb7808c99b1421df65c9ceb33457a4f6171fd359a81,catA_4,catB_0,catC_235,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_3,0.014806314394498594
c010c4e433236c1b2177d81965142357b86a1a7741b6b914ab07c13f4fa8870e,catA_12,catB_0,catC_235,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_11,0.0948814330264586
0d5b4b3a9bad9e4d9136d0246ead46af35023426c54736fca690222dd61f41e5,catA_4,catB_0,catC_1391,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_3,0.026107473795880812
5b6f21c0c70ae6366937f9fb23cc9c8910db2cf549145eb7c98ff730dbe6b42b,catA_8,catB_0,catC_1391,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_9,0.0054191454546689026
79a96f967216ab0481be932f9938110cc5be8fc51b0326bb039ad7b408764d28,catA_18,catB_0,catC_1391,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.028074520797030076
8daa9821996be9ecfb25b8cf50ac5088d9357180b7736eaa569fbe91dc90db4d,catA_3,catB_0,catC_2440,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_1,0.005226923346167308
0f744ba80618de2c3f303655ec4fdeaf127d579508710d268119f5d49268ce52,catA_0,catB_0,catC_1584,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_5,0.02024069059698848
b01bda3a6301ef0f25487bab514d53cf872805bd4781cfcd72dcf7c2c785d5b1,catA_10,catB_0,catC_1584,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_4,0.006838470870901001
87aba1215f1dfcd4c6948db693b15cebabced92d5dc50f10233d1b21f2a10f8b,catA_8,catB_0,catC_1584,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_9,0.0037468818533028243
7909ae764c376ff767d980b676ec4541b3e6adf48e568d0e1b165e99c9373aaf,catA_15,catB_0,catC_1584,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_4,0.007532298055805046
877f12adb20ce44e1951b3f17ade4c3abcb3e808fd45b16d8a4f8499e61df729,catA_42,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,0.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_2,0.0017720431688815314
9c77a5454b60ee433990037b146a67d7503e3836e55d2c257c7cfe17fe3dbcdd,catA_28,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,0.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_16,0.06164519921717996
8a65d7c0c6658b70998b1468abd572bf52a78c590ac944501bbbfb1225073bd5,catA_91,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,0.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_2,0.0003834693086016472
98df4772c3be1cd94ad7c0445642db40e6e1c34c4e93db8410468cf45b86c913,catA_0,catB_0,catC_1691,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_5,0.027634008024800705
db1a2fc11b5a234de8d24b45664d6ec52cbb46e62e5b4f1e70981f8738249c42,catA_3,catB_0,catC_1691,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_1,0.006626993349667484
c3edd0373646beec597e6203a396daafa0732caab269f75541f855b7be3d5b6e,catA_19,catB_0,catC_1696,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_13,0.4075906312825453
fc308ef47f3c89848f4781be10735ba248c09a06f1cab96e0eebe0140a27efe3,catA_12,catB_0,catC_1089,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_11,0.05800563975626145
fd9bfe7bc47758c54bff2bf365081dcbcfdc10e5ab2acbe67d7dfe7f69f6138e,catA_11,catB_0,catC_1089,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.046951132661565274
691a993c3b8a247f10817f0e108e5409301b8b7d13434ad24712ecc9eac11bdb,catA_4,catB_0,catC_406,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,5.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_3,0.023246392534787195
3d86b2c4e3cfbafcecce41f6bc5f676898ecd95bc2ef09a66bf6c0fbc2a4ae4b,catA_16,catB_0,catC_406,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,5.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_2,0.0001018914801196748
6accbb3740390fb8edac1ec8d1e89b99cf68a3ab4b821e812094bfea31ea7ce0,catA_14,catB_0,catC_406,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,5.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.020127797560421243
d4c70fac5ac27740cb2c8a7c5aec8197683a9b7b65eea2d0d217a76cefd5e9d7,catA_2,catB_0,catC_406,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,5.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_1,0.004333468673433671
05bc03d808afbe82249d1116cbeff9df06aa954cd4ce0df53c66f4a2c4f767f0,catA_9,catB_0,catC_406,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,5.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_10,0.40915450643776824
410ec7c32f28c18a1bc09746b61270d6b3b63f597af19f1555ed0565632e2aa8,catA_5,catB_0,catC_406,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,5.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.07805954996590651
5a070b432eea931dae5b5c0457f3c6ff98de4ba664b07252c62acc0e1f527708,catA_70,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,0.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_2,1.4165721591471917e-06
058cfc68255e5428bfae35442c7f8459c13b5f4d7ea0f9430eb24174991ecc2f,catA_1,catB_0,catC_1699,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_6,0.0002228729618653886
2bf32f5fffd1eca65708838c639a80742e32cc99c4b9af4e979ebc5e7897453f,catA_7,catB_0,catC_1699,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_8,0.6168642921414905
e347905a870c0a67a2f0f25316ae39c3c8dcdd9122552133b82137bcb6635dd0,catA_7,catB_0,catC_2711,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_8,0.5758213701542118
47db784021ddac62987bd835e1b48bb0ae11bca45544013a7e99714a5d78b563,catA_7,catB_0,catC_649,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_8,0.5546572331197529
5fe8f6ce06d4c1e180934e7a3be87f9b740175ee66d2614b4213d8e2996511c9,catA_0,catB_0,catC_718,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_5,0.07699650885739592
84531f5a9ec688031feefa2dcb3ec6b1d4a6a0d5f45a9a1ae1c77d8f06387a2b,catA_0,catB_0,catC_1309,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_5,0.12080733994685561
3f6c551b84a7ebea1e5dae424821f6a5b04a56745fe8de41719bc172800a3b39,catA_7,catB_0,catC_1309,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_8,0.5883961698996548
cd86060e2b5624583ad860b43fa5bdb79a6114024023f5c8fd728a3d59e6ec40,catA_3,catB_0,catC_1309,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_1,0.011410570528526426
24c24bdaf3a6f763dc8090cb68ebebd3038aa3500f2fef2de26eb95a7fa71ad4,catA_11,catB_0,catC_935,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,2.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_0,0.09616758845367072
26f529b41c7d55e8204c82e5ae686c841f56923b378e9ee8369768a0e3b11145,catA_1,catB_0,catC_2754,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_6,0.00018971597214600177
8d3c6be48ce73eb6cb74c43abca8b0607d6959464308c4cf2ac708bddc93ef4a,catA_7,catB_0,catC_1209,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,0.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_8,0.5120309514772123
7d26b78bf339487627fb50604ea193a355d27fc3aa31333983b802ed7b86a300,catA_10,catB_0,catC_966,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,4.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_4,0.020601323974564354
d42bb15e1428b66ee027a525083673c5e3eb34d85c0e222167c902c6418f82f9,catA_15,catB_0,catC_966,catD_0,catE_0,catF_0,75808.375,4.457840432015055,0.00571764592926749,122.299437237519,30.8319059046492,4.0,2806036371233.86,0.0,71176346.0,0.0,10.0,26.0,0.0,32.0,3.0,0.0,9.0,22.26,20.0,unit_4,0.016823552605982065
be404e8f6c253c77f8950193bcf9a68a080f0be9e577b11a43b832bc463e2ef0,catA_3,catB_0,catC_2482,catD_0,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,0.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_1,0.00191809590479524
ea5b1880f3d60fb155b49ae3d1d7ac5aa892149bd104a124a6a2d8ff99011c3e,catA_165,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,4.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_2,1.4165721591471917e-06
f5485026597b5baef3a1df26b6a20584487c71bfcc5f2a0f03f32fc13a4a76f1,catA_171,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,4.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_2,1.4165721591471917e-06
30a6e82dfe0ba0df8fe2ad61db840ef57bccca7b99cb009390ff73fe12e74e55,catA_50,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,4.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_2,1.4165721591471917e-06
3a70cc9c9786ef7fcab343d231c3047ed14e9209038ec0dcedf2bd5adef5c2b4,catA_82,catB_0,catC_15,catD_1,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,4.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_2,0.00017720335998426784
99aa34aba47f80aa1f57986b617e487f9d6430b3805d2b4eab7e7d23ab9d12f7,catA_10,catB_0,catC_938,catD_0,catE_2,catF_0,-40055.25,4.363288334589893,0.729193518337962,93.6771974435832,15.047884084971097,0.0,1464508831011.81,87.15892367892796,50941692.0,0.0,8.0,14.0,0.0,49.0,3.0,2.0,9.0,16.84,15.0,unit_4,0.036699021574577564
